coor.Image X [mm];coor.Image Y [mm];disp.Horizontal Displacement U [mm];disp.Vertical Displacement V [mm];strain.Strain-global frame: Exx [ ];strain.Strain-global frame: Eyy [ ];strain.Strain-global frame: Exy [ ]
6.175000000E+000;1.302500000E+001;6.424153158E-003;-1.522573340E-001;-1.246517367E-003;7.404559348E-003;-3.415936270E-003
4.425000000E+000;1.502500000E+001;1.884545326E-002;-1.105531751E-001;-3.594756290E-003;9.983922528E-003;-4.391596065E-003
8.550000000E+000;2.627500000E+001;4.474353654E-003;-6.503983087E-003;3.874205117E-004;6.850613234E-003;-2.262094710E-003
1.005000000E+001;2.677500000E+001;2.562581882E-003;-4.122358065E-003;-1.612952139E-005;9.326819291E-003;-2.440298216E-003
4.300000000E+000;2.065000000E+001;3.085466915E-002;-5.183906584E-002;-2.620241648E-003;9.729931799E-003;-4.374249960E-003
9.300000000E+000;1.327500000E+001;4.905178267E-003;-1.624372637E-001;-1.431040952E-003;8.296322333E-003;-4.650635264E-004
8.675000000E+000;2.602500000E+001;5.623531866E-003;-8.222696708E-003;3.506264596E-004;6.963974024E-003;-2.408453896E-003
6.300000000E+000;1.302500000E+001;6.343134481E-003;-1.534455102E-001;-1.115776129E-003;7.271863823E-003;-3.176558117E-003
5.175000000E+000;1.665000000E+001;2.636720977E-002;-1.040388879E-001;-4.126280463E-003;1.098405625E-002;-4.354247867E-003
1.005000000E+001;2.690000000E+001;1.856691910E-003;-3.005181051E-003;2.627797090E-005;9.293878318E-003;-2.354179727E-003
4.300000000E+000;2.015000000E+001;3.468913164E-002;-5.684601279E-002;-1.971541051E-003;1.011695455E-002;-4.700986252E-003
8.800000000E+000;2.602500000E+001;5.727833242E-003;-8.306316747E-003;3.127045948E-004;7.115962505E-003;-2.483872659E-003
1.017500000E+001;2.690000000E+001;1.911537285E-003;-3.158690367E-003;-1.396842333E-005;9.600796222E-003;-2.350331518E-003
1.080000000E+001;1.152500000E+001;8.448600849E-004;-1.838901692E-001;-1.183601513E-003;8.667354516E-003;-2.352724638E-003
4.675000000E+000;1.877500000E+001;4.163999581E-002;-7.305556399E-002;-7.739267459E-004;1.236077018E-002;-3.517352790E-003
1.017500000E+001;1.502500000E+001;3.880066293E-003;-1.482700071E-001;-3.376656912E-003;1.002366683E-002;-1.760606898E-003
4.300000000E+000;2.027500000E+001;3.375748423E-002;-5.560040801E-002;-2.151248759E-003;1.002858972E-002;-4.652996976E-003
1.030000000E+001;2.690000000E+001;1.903168851E-003;-3.288673801E-003;-4.330851396E-005;9.924070127E-003;-2.341675311E-003
8.925000000E+000;2.602500000E+001;5.824694933E-003;-8.468056832E-003;2.683135764E-004;7.282452507E-003;-2.556023912E-003
1.080000000E+001;1.165000000E+001;9.962944461E-004;-1.828125633E-001;-1.251985428E-003;8.698311646E-003;-2.323307695E-003
5.300000000E+000;1.840000000E+001;4.235657270E-002;-8.245681442E-002;-1.137731994E-003;1.610337764E-002;-2.874547892E-003
9.300000000E+000;2.640000000E+001;4.320723053E-003;-6.253794911E-003;1.911173087E-004;7.845445566E-003;-2.523922496E-003
1.017500000E+001;1.515000000E+001;3.781582652E-003;-1.469430522E-001;-3.498363403E-003;1.014476865E-002;-1.837020484E-003
4.300000000E+000;2.077500000E+001;2.989032481E-002;-5.058423318E-002;-2.742712979E-003;9.623433999E-003;-4.245557459E-003
9.800000000E+000;2.565000000E+001;7.261370165E-003;-1.360898986E-002;-4.034979134E-004;8.967361402E-003;-3.268699731E-003
5.300000000E+000;1.852500000E+001;4.266960268E-002;-8.051478706E-002;-1.125132198E-003;1.601488513E-002;-3.132398018E-003
1.080000000E+001;1.177500000E+001;1.055501354E-003;-1.817304571E-001;-1.318791639E-003;8.728359283E-003;-2.294267865E-003
9.300000000E+000;2.652500000E+001;3.791671465E-003;-5.339755140E-003;2.040713024E-004;7.840880505E-003;-2.454767293E-003
1.067500000E+001;2.565000000E+001;6.746552612E-003;-1.696564746E-002;-1.160916912E-003;1.128714088E-002;-3.585962858E-003
4.300000000E+000;2.002500000E+001;3.560226413E-002;-5.817156907E-002;-1.781438598E-003;1.019577311E-002;-4.721495462E-003
1.017500000E+001;1.527500000E+001;3.609714681E-003;-1.455967347E-001;-3.616970595E-003;1.026934445E-002;-1.924674784E-003
1.067500000E+001;1.190000000E+001;1.274901140E-003;-1.799195011E-001;-1.347589670E-003;8.847328127E-003;-2.151629784E-003
9.300000000E+000;2.665000000E+001;3.231724551E-003;-4.425014018E-003;2.080307586E-004;7.836821319E-003;-2.392283827E-003
9.925000000E+000;2.677500000E+001;2.569659208E-003;-3.981545297E-003;3.123745962E-005;9.039028349E-003;-2.433460473E-003
3.175000000E+000;2.027500000E+001;3.616819758E-002;-5.218199528E-002;-1.893676609E-003;7.957993087E-003;-4.369035035E-003
1.017500000E+001;1.452500000E+001;4.217216004E-003;-1.532232134E-001;-2.892924505E-003;9.622349340E-003;-1.540711669E-003
9.300000000E+000;2.677500000E+001;2.585821081E-003;-3.498540410E-003;1.994119247E-004;7.831161026E-003;-2.335917789E-003
1.092500000E+001;2.690000000E+001;1.849084700E-003;-3.772032657E-003;-2.332514175E-004;1.177279997E-002;-2.293681134E-003
1.080000000E+001;1.190000000E+001;1.112116612E-003;-1.806067229E-001;-1.398794097E-003;8.892183976E-003;-2.263008561E-003
3.175000000E+000;2.052500000E+001;3.451908159E-002;-5.015303263E-002;-2.068214361E-003;8.029042877E-003;-4.375167837E-003
1.042500000E+001;2.690000000E+001;1.933570371E-003;-3.405756056E-003;-6.862815255E-005;1.026387278E-002;-2.331551626E-003
1.017500000E+001;1.465000000E+001;4.154743789E-003;-1.520439364E-001;-3.009678049E-003;9.710041501E-003;-1.584622389E-003
9.300000000E+000;2.627500000E+001;4.836990544E-003;-7.218259245E-003;1.698841869E-004;7.854561871E-003;-2.597508639E-003
9.300000000E+000;1.340000000E+001;5.106386756E-003;-1.614048852E-001;-1.508119266E-003;8.304102938E-003;-4.149981537E-004
3.300000000E+000;2.027500000E+001;3.589499117E-002;-5.251713373E-002;-1.920999745E-003;8.178682176E-003;-4.418908489E-003
9.800000000E+000;2.665000000E+001;3.187465493E-003;-4.929110929E-003;4.951475506E-005;8.790767713E-003;-2.499877741E-003
9.300000000E+000;2.690000000E+001;1.946617982E-003;-2.537400756E-003;1.833684233E-004;7.817933829E-003;-2.285226509E-003
3.050000000E+000;2.027500000E+001;3.637871973E-002;-5.188853337E-002;-1.867386512E-003;7.740863190E-003;-4.318168643E-003
1.017500000E+001;1.477500000E+001;4.103580028E-003;-1.507940797E-001;-3.129615713E-003;9.803419238E-003;-1.636086570E-003
9.425000000E+000;1.252500000E+001;3.586596448E-003;-1.691847902E-001;-1.088552625E-003;8.322744902E-003;-8.544898286E-004
9.800000000E+000;2.552500000E+001;7.523944147E-003;-1.475470599E-002;-4.737213211E-004;9.015121238E-003;-3.323321336E-003
3.050000000E+000;2.040000000E+001;3.560382092E-002;-5.086960915E-002;-1.949655537E-003;7.786515930E-003;-4.333901604E-003
8.425000000E+000;2.590000000E+001;5.828736880E-003;-8.878104089E-003;3.965685175E-004;6.697820258E-003;-2.281267342E-003
9.175000000E+000;1.265000000E+001;4.049890527E-003;-1.673862025E-001;-1.004096106E-003;8.144888766E-003;-6.136540598E-004
1.105000000E+001;2.677500000E+001;2.401590970E-003;-5.357705004E-003;-3.919106570E-004;1.217379672E-002;-2.408794781E-003
9.425000000E+000;1.265000000E+001;3.821116088E-003;-1.681237190E-001;-1.154956912E-003;8.341564480E-003;-8.128479836E-004
9.925000000E+000;2.690000000E+001;1.870894350E-003;-2.913285978E-003;6.488164597E-005;9.008471199E-003;-2.353284936E-003
4.425000000E+000;2.040000000E+001;3.237440170E-002;-5.466950709E-002;-2.396515610E-003;1.013082758E-002;-4.491618047E-003
8.425000000E+000;2.602500000E+001;5.378759170E-003;-8.080948574E-003;4.029601448E-004;6.709630617E-003;-2.252154116E-003
9.425000000E+000;1.277500000E+001;4.000141305E-003;-1.670328909E-001;-1.224082140E-003;8.356395178E-003;-7.704869887E-004
1.005000000E+001;1.540000000E+001;3.887705436E-003;-1.440174185E-001;-3.755547837E-003;1.025164717E-002;-1.717382697E-003
9.800000000E+000;2.677500000E+001;2.570922984E-003;-3.890398844E-003;7.513143866E-005;8.770322005E-003;-2.422504867E-003
4.425000000E+000;2.052500000E+001;3.140423856E-002;-5.338123723E-002;-2.562589156E-003;1.000461374E-002;-4.384085071E-003
8.425000000E+000;2.615000000E+001;4.876157286E-003;-7.280469518E-003;4.051670496E-004;6.722561734E-003;-2.224652320E-003
9.800000000E+000;2.690000000E+001;1.908938489E-003;-2.815227931E-003;9.818366659E-005;8.744004188E-003;-2.347883458E-003
1.055000000E+001;1.202500000E+001;1.531302590E-003;-1.780898717E-001;-1.370391749E-003;8.833109453E-003;-2.004645768E-003
1.017500000E+001;1.540000000E+001;3.426092000E-003;-1.442841895E-001;-3.730522508E-003;1.040095593E-002;-2.026608633E-003
4.425000000E+000;2.065000000E+001;3.042088156E-002;-5.208081988E-002;-2.707351494E-003;9.875284990E-003;-4.261058675E-003
8.550000000E+000;2.590000000E+001;5.966011322E-003;-8.964140143E-003;3.713454065E-004;6.818222828E-003;-2.368179620E-003
1.067500000E+001;2.552500000E+001;7.046510874E-003;-1.836552161E-002;-1.264029861E-003;1.134932490E-002;-3.657326343E-003
9.425000000E+000;1.477500000E+001;6.351661155E-003;-1.494641870E-001;-2.790504783E-003;8.709138980E-003;-9.113293239E-005
1.030000000E+001;1.515000000E+001;3.282181901E-003;-1.473786779E-001;-3.475320343E-003;1.026379538E-002;-2.101620912E-003
1.105000000E+001;2.690000000E+001;1.822214268E-003;-3.914622936E-003;-2.575650541E-004;1.215427251E-002;-2.255108485E-003
8.675000000E+000;2.590000000E+001;6.106827161E-003;-9.054221659E-003;3.356480825E-004;6.957477557E-003;-2.454213852E-003
4.425000000E+000;2.027500000E+001;3.340277936E-002;-5.598548373E-002;-2.214275822E-003;1.025780786E-002;-4.578484845E-003
8.050000000E+000;1.240000000E+001;4.327988753E-003;-1.664099512E-001;-3.364076041E-004;7.330584647E-003;-4.923835685E-004
1.030000000E+001;1.527500000E+001;3.094926443E-003;-1.459695909E-001;-3.586286410E-003;1.038970361E-002;-2.200354528E-003
8.800000000E+000;2.590000000E+001;6.224364847E-003;-9.167769114E-003;2.925893651E-004;7.112432074E-003;-2.537741161E-003
9.675000000E+000;2.577500000E+001;6.867883939E-003;-1.212246409E-002;-2.325836458E-004;8.658948062E-003;-3.110448215E-003
4.425000000E+000;2.077500000E+001;2.943675621E-002;-5.077042788E-002;-2.836104882E-003;9.749409260E-003;-4.123576419E-003
1.092500000E+001;1.152500000E+001;6.961314210E-004;-1.845806855E-001;-1.242024976E-003;8.710139486E-003;-2.464912983E-003
1.030000000E+001;1.540000000E+001;2.906154735E-003;-1.446609825E-001;-3.691568774E-003;1.052212414E-002;-2.313082541E-003
9.175000000E+000;2.615000000E+001;5.364680004E-003;-7.957756036E-003;1.939560145E-004;7.653120169E-003;-2.614573037E-003
9.675000000E+000;2.590000000E+001;6.467437987E-003;-1.102261172E-002;-1.667730453E-004;8.638115641E-003;-3.011210008E-003
4.425000000E+000;2.015000000E+001;3.433252534E-002;-5.721360758E-002;-2.020576211E-003;1.037611179E-002;-4.641997143E-003
9.675000000E+000;2.665000000E+001;3.173646901E-003;-4.802077975E-003;1.010273358E-004;8.530994837E-003;-2.480764200E-003
1.092500000E+001;1.165000000E+001;8.275599482E-004;-1.835269877E-001;-1.307691863E-003;8.740612107E-003;-2.436621259E-003
9.300000000E+000;2.615000000E+001;5.360081885E-003;-8.206742564E-003;1.408163214E-004;7.862786604E-003;-2.672488788E-003
9.925000000E+000;1.540000000E+001;4.381549220E-003;-1.437870218E-001;-3.757021601E-003;1.006879451E-002;-1.388029039E-003
2.925000000E+000;2.027500000E+001;3.662127091E-002;-5.157911002E-002;-1.852429475E-003;7.525776431E-003;-4.266010559E-003
9.675000000E+000;2.677500000E+001;2.572831898E-003;-3.743807089E-003;1.174034896E-004;8.514239826E-003;-2.408606116E-003
9.050000000E+000;2.602500000E+001;5.814943045E-003;-8.600160886E-003;2.177620128E-004;7.463084925E-003;-2.623482164E-003
1.092500000E+001;1.177500000E+001;8.492173565E-004;-1.823939289E-001;-1.371694313E-003;8.770750823E-003;-2.408690879E-003
9.800000000E+000;1.540000000E+001;4.931791735E-003;-1.436753218E-001;-3.734036927E-003;9.851506200E-003;-1.044795985E-003
2.925000000E+000;2.040000000E+001;3.584812986E-002;-5.058801604E-002;-1.927787849E-003;7.583218053E-003;-4.284968997E-003
1.117500000E+001;2.665000000E+001;2.880859026E-003;-7.153841219E-003;-5.617047085E-004;1.258811302E-002;-2.527357400E-003
8.425000000E+000;2.627500000E+001;4.375634064E-003;-6.437994596E-003;4.026222817E-004;6.737992625E-003;-2.200792734E-003
2.925000000E+000;2.052500000E+001;3.501174036E-002;-4.957932368E-002;-1.996277128E-003;7.645757842E-003;-4.291505680E-003
1.067500000E+001;1.140000000E+001;8.746723124E-004;-1.842804316E-001;-1.053854978E-003;8.581535912E-003;-2.267309112E-003
1.117500000E+001;2.677500000E+001;2.338627149E-003;-5.602331518E-003;-4.233996636E-004;1.256612439E-002;-2.372313028E-003
5.050000000E+000;2.577500000E+001;6.252042787E-003;-1.042194976E-002;-7.316792412E-004;7.049785055E-003;-1.922773782E-003
6.175000000E+000;1.290000000E+001;6.152282617E-003;-1.531301256E-001;-1.174804928E-003;7.442697379E-003;-3.344319678E-003
1.117500000E+001;2.690000000E+001;1.856378170E-003;-4.160844271E-003;-2.851211941E-004;1.255077729E-002;-2.211719844E-003
3.050000000E+000;2.052500000E+001;3.477109282E-002;-4.985231841E-002;-2.025882080E-003;7.836092414E-003;-4.334911681E-003
8.300000000E+000;2.602500000E+001;5.298344395E-003;-8.031010243E-003;4.185923608E-004;6.609755980E-003;-2.173389728E-003
1.080000000E+001;1.140000000E+001;7.226117997E-004;-1.849805209E-001;-1.111757561E-003;8.633076383E-003;-2.381875978E-003
9.675000000E+000;2.690000000E+001;1.917338880E-003;-2.689040904E-003;1.307208406E-004;8.491816296E-003;-2.340490889E-003
4.550000000E+000;2.452500000E+001;1.139935359E-002;-1.947553909E-002;-1.399884015E-003;7.208923908E-003;-1.805283604E-003
3.175000000E+000;2.015000000E+001;3.691869501E-002;-5.322214088E-002;-1.793816838E-003;7.919213638E-003;-4.340016703E-003
8.300000000E+000;2.615000000E+001;4.833993801E-003;-7.220049663E-003;4.174838871E-004;6.625223468E-003;-2.154361254E-003
1.030000000E+001;1.502500000E+001;3.429621839E-003;-1.486713254E-001;-3.360470381E-003;1.014125696E-002;-2.014074661E-003
5.300000000E+000;1.865000000E+001;4.266597822E-002;-7.870623666E-002;-1.094250344E-003;1.584860955E-002;-3.434440626E-003
9.050000000E+000;1.502500000E+001;7.506793859E-003;-1.474244356E-001;-2.667424722E-003;7.913973880E-003;7.735824551E-004
3.300000000E+000;2.015000000E+001;3.663698412E-002;-5.357411679E-002;-1.812944044E-003;8.150024816E-003;-4.394648621E-003
1.080000000E+001;2.452500000E+001;8.207456894E-003;-3.102607733E-002;-2.225868745E-003;1.211938659E-002;-4.309697075E-003
8.300000000E+000;2.627500000E+001;4.376007770E-003;-6.347899867E-003;4.122782943E-004;6.643038680E-003;-2.138933625E-003
6.050000000E+000;1.290000000E+001;6.280986265E-003;-1.519210229E-001;-1.299505664E-003;7.579327683E-003;-3.565730815E-003
5.175000000E+000;1.877500000E+001;4.235757820E-002;-7.602680552E-002;-1.019376735E-003;1.497872985E-002;-3.679855323E-003
3.175000000E+000;2.365000000E+001;1.701126700E-002;-2.541789138E-002;-1.783016736E-003;7.439871064E-003;-2.444025233E-003
4.550000000E+000;2.052500000E+001;3.102864307E-002;-5.361448030E-002;-2.653805289E-003;1.017859858E-002;-4.247014937E-003
1.080000000E+001;2.465000000E+001;8.119827655E-003;-2.949307888E-002;-2.124422279E-003;1.206487724E-002;-4.242790627E-003
8.425000000E+000;2.577500000E+001;6.301257446E-003;-9.640851251E-003;3.859378271E-004;6.685883788E-003;-2.310706767E-003
5.300000000E+000;1.877500000E+001;4.254471045E-002;-7.678941974E-002;-1.131710224E-003;1.579693624E-002;-3.734192909E-003
6.050000000E+000;1.302500000E+001;6.589045090E-003;-1.510329856E-001;-1.376810513E-003;7.548016691E-003;-3.640453039E-003
1.130000000E+001;1.740000000E+001;-9.850476983E-003;-1.256400452E-001;-2.415421292E-003;1.185240370E-002;-5.371150057E-003
2.800000000E+000;1.765000000E+001;3.900119443E-002;-6.881442838E-002;-1.361059678E-003;6.776276591E-003;-2.086891355E-003
4.550000000E+000;2.065000000E+001;3.002850244E-002;-5.231058122E-002;-2.802880931E-003;1.002025932E-002;-4.111439175E-003
8.550000000E+000;2.577500000E+001;6.392909686E-003;-9.738410853E-003;3.561067108E-004;6.808868644E-003;-2.406647158E-003
4.800000000E+000;1.252500000E+001;7.460641939E-003;-1.402459818E-001;-2.044861691E-003;8.966274306E-003;-4.687714848E-003
6.050000000E+000;1.315000000E+001;6.870980029E-003;-1.501623373E-001;-1.456805981E-003;7.519570955E-003;-3.718826922E-003
2.925000000E+000;1.765000000E+001;3.892568147E-002;-6.992974307E-002;-1.345893748E-003;7.022739404E-003;-2.060847906E-003
8.800000000E+000;2.290000000E+001;1.286999955E-002;-2.933394877E-002;-1.774723714E-003;7.191278658E-003;-4.123680692E-003
4.550000000E+000;2.077500000E+001;2.905665822E-002;-5.097932635E-002;-2.931688903E-003;9.863647939E-003;-3.962723387E-003
8.675000000E+000;2.577500000E+001;6.535138665E-003;-9.891473860E-003;3.156026871E-004;6.951111864E-003;-2.501332881E-003
4.800000000E+000;1.265000000E+001;7.854926711E-003;-1.390471436E-001;-2.128941075E-003;8.986912072E-003;-4.731683770E-003
9.925000000E+000;1.552500000E+001;4.197642953E-003;-1.424869473E-001;-3.872096887E-003;1.020176586E-002;-1.474107560E-003
4.800000000E+000;1.890000000E+001;4.153616356E-002;-7.240031172E-002;-8.553680954E-004;1.292643366E-002;-3.752845827E-003
4.550000000E+000;2.040000000E+001;3.198231812E-002;-5.493509811E-002;-2.478706143E-003;1.033660109E-002;-4.370087172E-003
8.300000000E+000;2.590000000E+001;5.749666627E-003;-8.803290602E-003;4.157880231E-004;6.595309665E-003;-2.193955328E-003
8.800000000E+000;2.302500000E+001;1.286152980E-002;-2.844262911E-002;-1.603702785E-003;7.177682492E-003;-4.008048393E-003
4.800000000E+000;1.277500000E+001;8.187188858E-003;-1.379175407E-001;-2.210542592E-003;9.007187165E-003;-4.773420042E-003
4.925000000E+000;1.890000000E+001;4.172567364E-002;-7.307661998E-002;-9.286397045E-004;1.358102183E-002;-3.792865722E-003
1.005000000E+001;1.552500000E+001;3.669385834E-003;-1.427148079E-001;-3.863755019E-003;1.039116849E-002;-1.819168678E-003
9.175000000E+000;2.602500000E+001;5.847250940E-003;-8.868097863E-003;1.633304191E-004;7.659477417E-003;-2.688261774E-003
4.550000000E+000;2.027500000E+001;3.301385570E-002;-5.622682113E-002;-2.284059693E-003;1.049705661E-002;-4.474700224E-003
8.925000000E+000;2.290000000E+001;1.258356688E-002;-3.045781478E-002;-1.981376723E-003;7.588737990E-003;-4.360005867E-003
7.925000000E+000;2.102500000E+001;1.342989670E-002;-3.020880060E-002;-5.450027006E-003;5.038502351E-003;-3.101495957E-003
8.175000000E+000;2.577500000E+001;6.223960515E-003;-9.494810034E-003;4.258805803E-004;6.493430261E-003;-2.121236946E-003
1.017500000E+001;1.552500000E+001;3.126728194E-003;-1.430081829E-001;-3.831835364E-003;1.054343079E-002;-2.141452345E-003
4.300000000E+000;2.090000000E+001;2.897500921E-002;-4.929330505E-002;-2.844630186E-003;9.515418173E-003;-4.106836544E-003
8.425000000E+000;2.265000000E+001;1.349226185E-002;-2.777692186E-002;-1.498308589E-003;6.050878707E-003;-3.422186446E-003
8.175000000E+000;2.590000000E+001;5.725452346E-003;-8.721631628E-003;4.286711962E-004;6.509580400E-003;-2.110135103E-003
1.130000000E+001;1.290000000E+001;9.245727153E-004;-1.740957831E-001;-1.945549613E-003;9.388910825E-003;-2.434510271E-003
4.425000000E+000;2.090000000E+001;2.848741825E-002;-4.946755171E-002;-2.943929584E-003;9.624167388E-003;-3.976574725E-003
1.030000000E+001;1.552500000E+001;2.650909871E-003;-1.433536710E-001;-3.784826867E-003;1.066491883E-002;-2.438646102E-003
